377.6684237	-150.0758125	590.1759754
486.9503245	-130.0946416	545.3591093
-447.6158204	74.43008081	512.5072612
496.0510274	574.9221213	502.0768042
158.8310955	159.4809491	653.6204152
-482.951514	341.1602473	447.299876
-265.8021374	526.7696843	532.4260923
56.25782305	-436.630765	562.3927177
549.0082025	185.9333077	440.1665513
557.8662422	299.185052	409.1138003
-410.864302	330.7445314	469.0130577
564.7113381	-497.1686208	416.8951051
548.6003379	-204.9862489	480.4292597
-17.54922153	48.52363327	646.9421597
360.3365627	85.92315597	629.9748679
-429.7363936	453.5651706	526.5631202
-93.88646085	-557.1932603	558.1323488
498.8826302	-585.7632038	442.6545843
350.6487955	-364.77144	538.2683589
551.3909117	-164.5089317	490.645375
186.888839	-422.894248	565.8141423
-557.1459857	-404.1699368	433.8201255
418.955167	-525.760268	482.4478541
520.7918973	-169.7821308	505.4402991
214.4821858	583.4022797	485.363988
309.2881567	279.9453416	528.488232
291.7589617	278.5727488	539.9952293
-129.3275766	358.4183956	587.623019
186.5734682	380.0675149	520.5960257
-394.5759746	176.4038734	478.0824612
247.2553056	-476.3517615	566.7936913
-561.8005843	31.4706286	492.0349479
-267.692418	-267.12655	486.1943787
-544.5943312	257.5642339	397.8071371
-483.4418625	-325.8223311	444.3352505
388.149394	-436.2554222	533.3493928
233.7943476	-289.8757739	571.7375595
-219.4806239	-336.0614823	483.3977716
540.2664586	46.15341682	532.4434743
-558.6647034	168.1857715	423.4546799
-73.50676841	73.59664388	630.1772502
-142.1298515	554.0554495	499.0034802
318.6201458	315.4264171	501.1586193
354.2398814	-527.0328559	508.0141993
-375.7528745	129.5757015	512.8343716
-12.28272505	-378.343657	543.8371965
-65.29655915	-6.638193805	628.9472399
175.5756121	-299.6193215	572.2243458
251.237797	-81.05645498	652.6840954
305.6240184	7.528283877	667.9165012
-268.7699076	-534.9533599	494.0057906
215.6432122	-384.468469	559.7776571
186.1176048	-71.53834448	657.8854246
-404.8659178	-168.4572324	496.0037748
-457.2027821	258.3088846	426.4162952
-1.963137621	392.6197177	574.0670423
551.6927502	402.365204	424.1135402
-191.537128	320.2746517	570.0549612
102.3213012	424.6936643	527.6854244
-331.4256726	391.0113388	526.8141878
301.5204712	429.5864799	469.240904
-293.8858614	-349.6652784	454.2749974
7.148461998	430.2395191	551.7717162
238.8920672	-563.0840418	533.4283999
469.083903	-544.8163102	449.9243179
551.1497102	45.39885703	524.8504859
56.65863596	-12.68554021	664.9387977
-433.6506686	-169.4180363	485.9837452
-420.8471933	-223.0242455	464.8500254
-290.9900951	-130.3940162	551.8408176
408.8607072	-320.1549962	514.9471723
-294.8613852	175.4000915	532.2157864
377.1417913	-415.5112027	536.1722799
-307.7700375	-190.4645219	515.9191314
515.1163478	422.8708637	433.1784019
-180.0194808	496.0375878	546.969574
-364.0856995	591.0368656	476.3845646
-298.6993704	-201.8114849	511.7578891
139.2536114	-528.7457539	580.8887564
-32.05338132	-541.5690261	574.7897517
-178.0085915	-183.7107513	547.8677273
396.9943535	-379.1852995	525.2060612
102.3169094	481.1041973	505.3655117
59.66832995	92.491062	662.3857608
500.6323966	-326.3805868	493.2551813
-256.9931774	-588.3889663	500.5101852
308.6402749	175.0564314	598.2441173
304.4749131	268.6507593	538.8171485
-143.4649836	-225.386462	543.1953911
81.38596887	96.71731254	664.9202756
-508.9748525	599.3380535	505.2691936
-535.2598576	-542.1605022	405.7400365
